,Unnamed: 0,pathname,class,mode
388,388,currencyDataset/1000_front/IMG20211229235525.jpg,1000_front,val
2517,2517,currencyDataset/5000_front/IMG20220212165956.jpg,5000_front,val
3284,3284,currencyDataset/50_back/IMG20211228220943.jpg,50_back,val
2872,2872,currencyDataset/500_front/IMG20211228104149.jpg,500_front,val
2266,2266,currencyDataset/5000_back/IMG20220212170531.jpg,5000_back,val
1966,1966,currencyDataset/20_front/IMG20211230001443.jpg,20_front,val
1838,1838,currencyDataset/20_front/IMG20211228114903.jpg,20_front,val
1403,1403,currencyDataset/10_front/IMG20211229001947.jpg,10_front,val
1044,1044,currencyDataset/10_back/IMG20211228223819.jpg,10_back,val
1641,1641,currencyDataset/20_back/IMG20211228222237.jpg,20_back,val
689,689,currencyDataset/100_back/IMG20220215121445.jpg,100_back,val
2320,2320,currencyDataset/5000_back/IMG20220218163108.jpg,5000_back,val
1566,1566,currencyDataset/10_front/IMG20220218170101.jpg,10_front,val
2524,2524,currencyDataset/5000_front/IMG20220212170039.jpg,5000_front,val
2783,2783,currencyDataset/500_back/IMG20211229232217.jpg,500_back,val
523,523,currencyDataset/100_back/IMG20211228233019.jpg,100_back,val
2735,2735,currencyDataset/500_back/IMG20211228233606.jpg,500_back,val
2157,2157,currencyDataset/5000_back/IMG20211228234905.jpg,5000_back,val
243,243,currencyDataset/1000_front/IMG20211228225100.jpg,1000_front,val
3530,3530,currencyDataset/50_front/IMG20211228220613.jpg,50_front,val
2635,2635,currencyDataset/500_back/IMG20211228122633.jpg,500_back,val
79,79,currencyDataset/1000_back/IMG20211229001459.jpg,1000_back,val
1340,1340,currencyDataset/10_front/IMG20211228225852.jpg,10_front,val
2643,2643,currencyDataset/500_back/IMG20211228122708.jpg,500_back,val
3370,3370,currencyDataset/50_back/IMG20220212165512.jpg,50_back,val
23,23,currencyDataset/1000_back/IMG20211228225603.jpg,1000_back,val
1510,1510,currencyDataset/10_front/IMG20220209113945.jpg,10_front,val
1437,1437,currencyDataset/10_front/IMG20211229230755.jpg,10_front,val
1676,1676,currencyDataset/20_back/IMG20211229230101.jpg,20_back,val
3350,3350,currencyDataset/50_back/IMG20220212165203.jpg,50_back,val
3396,3396,currencyDataset/50_front/IMG20211228000025.jpg,50_front,val
333,333,currencyDataset/1000_front/IMG20211229233555.jpg,1000_front,val
1180,1180,currencyDataset/10_back/IMG20211230000743.jpg,10_back,val
2681,2681,currencyDataset/500_back/IMG20211228223046.jpg,500_back,val
1744,1744,currencyDataset/20_back/IMG20220212163049.jpg,20_back,val
2870,2870,currencyDataset/500_front/IMG20211228104034.jpg,500_front,val
1419,1419,currencyDataset/10_front/IMG20211229002116.jpg,10_front,val
26,26,currencyDataset/1000_back/IMG20211228225610.jpg,1000_back,val
3579,3579,currencyDataset/50_front/IMG20220209120444.jpg,50_front,val
520,520,currencyDataset/100_back/IMG20211228233008.jpg,100_back,val
2658,2658,currencyDataset/500_back/IMG20211228122834.jpg,500_back,val
603,603,currencyDataset/100_back/IMG20211230002947.jpg,100_back,val
1910,1910,currencyDataset/20_front/IMG20211228234011.jpg,20_front,val
1210,1210,currencyDataset/10_back/IMG20211230001121.jpg,10_back,val
898,898,currencyDataset/100_front/IMG20211230002750.jpg,100_front,val
2481,2481,currencyDataset/5000_front/IMG20220209121600.jpg,5000_front,val
24,24,currencyDataset/1000_back/IMG20211228225606.jpg,1000_back,val
3253,3253,currencyDataset/50_back/IMG20211228011911.jpg,50_back,val
3563,3563,currencyDataset/50_front/IMG20220209120215.jpg,50_front,val
2375,2375,currencyDataset/5000_front/IMG20211228013734.jpg,5000_front,val
478,478,currencyDataset/100_back/IMG20211228220251.jpg,100_back,val
662,662,currencyDataset/100_back/IMG20220212164112.jpg,100_back,val
1394,1394,currencyDataset/10_front/IMG20211229001846.jpg,10_front,val
907,907,currencyDataset/100_front/IMG20220209112518.jpg,100_front,val
303,303,currencyDataset/1000_front/IMG20211229000921.jpg,1000_front,val
2099,2099,currencyDataset/5000_back/IMG20211228012924.jpg,5000_back,val
1888,1888,currencyDataset/20_front/IMG20211228221457.jpg,20_front,val
1454,1454,currencyDataset/10_front/IMG20211230000213.jpg,10_front,val
1729,1729,currencyDataset/20_back/IMG20211230001926.jpg,20_back,val
330,330,currencyDataset/1000_front/IMG20211229233546.jpg,1000_front,val
3420,3420,currencyDataset/50_front/IMG20211228001001.jpg,50_front,val
2225,2225,currencyDataset/5000_back/IMG20220209122009.jpg,5000_back,val
622,622,currencyDataset/100_back/IMG20211230003114.jpg,100_back,val
1397,1397,currencyDataset/10_front/IMG20211229001904.jpg,10_front,val
2765,2765,currencyDataset/500_back/IMG20211229232117.jpg,500_back,val
3225,3225,currencyDataset/50_back/IMG20211228003509.jpg,50_back,val
1400,1400,currencyDataset/10_front/IMG20211229001919.jpg,10_front,val
508,508,currencyDataset/100_back/IMG20211228232933.jpg,100_back,val
380,380,currencyDataset/1000_front/IMG20211229235439.jpg,1000_front,val
1169,1169,currencyDataset/10_back/IMG20211229231211.jpg,10_back,val
1650,1650,currencyDataset/20_back/IMG20211229000507.jpg,20_back,val
1979,1979,currencyDataset/20_front/IMG20211230001607.jpg,20_front,val
281,281,currencyDataset/1000_front/IMG20211228231556.jpg,1000_front,val
1595,1595,currencyDataset/20_back/IMG20211228115951.jpg,20_back,val
1545,1545,currencyDataset/10_front/IMG20220215122419.jpg,10_front,val
9,9,currencyDataset/1000_back/IMG20211228225518.jpg,1000_back,val
268,268,currencyDataset/1000_front/IMG20211228231406.jpg,1000_front,val
3430,3430,currencyDataset/50_front/IMG20211228001125.jpg,50_front,val
1827,1827,currencyDataset/20_back/IMG20220218165325.jpg,20_back,val
949,949,currencyDataset/100_front/IMG20220212163738.jpg,100_front,val
1615,1615,currencyDataset/20_back/IMG20211228221944.jpg,20_back,val
597,597,currencyDataset/100_back/IMG20211230002921.jpg,100_back,val
1845,1845,currencyDataset/20_front/IMG20211228115108.jpg,20_front,val
3299,3299,currencyDataset/50_back/IMG20211228221105.jpg,50_back,val
185,185,currencyDataset/1000_back/IMG20220212172926.jpg,1000_back,val
1985,1985,currencyDataset/20_front/IMG20211230001637.jpg,20_front,val
1571,1571,currencyDataset/20_back/IMG20211228115555.jpg,20_back,val
702,702,currencyDataset/100_back/IMG20220215121605.jpg,100_back,val
3228,3228,currencyDataset/50_back/IMG20211228003535.jpg,50_back,val
441,441,currencyDataset/1000_front/IMG20220218160536.jpg,1000_front,val
454,454,currencyDataset/1000_front/IMG20220218160650.jpg,1000_front,val
649,649,currencyDataset/100_back/IMG20220212163951.jpg,100_back,val
2422,2422,currencyDataset/5000_front/IMG20211228234550.jpg,5000_front,val
612,612,currencyDataset/100_back/IMG20211230003028.jpg,100_back,val
527,527,currencyDataset/100_back/IMG20211229002938.jpg,100_back,val
2918,2918,currencyDataset/500_front/IMG20211228122339.jpg,500_front,val
3103,3103,currencyDataset/500_front/IMG20220218161719.jpg,500_front,val
1436,1436,currencyDataset/10_front/IMG20211229230752.jpg,10_front,val
1284,1284,currencyDataset/10_back/IMG20220218170330.jpg,10_back,val
2168,2168,currencyDataset/5000_back/IMG20211228234944.jpg,5000_back,val
3266,3266,currencyDataset/50_back/IMG20211228012024.jpg,50_back,val
2527,2527,currencyDataset/5000_front/IMG20220212170055.jpg,5000_front,val
2579,2579,currencyDataset/5000_front/IMG20220218162820.jpg,5000_front,val
2484,2484,currencyDataset/5000_front/IMG20220209121617.jpg,5000_front,val
2637,2637,currencyDataset/500_back/IMG20211228122642.jpg,500_back,val
3525,3525,currencyDataset/50_front/IMG20211228220545.jpg,50_front,val
714,714,currencyDataset/100_back/IMG20220218164038.jpg,100_back,val
2577,2577,currencyDataset/5000_front/IMG20220218162813.jpg,5000_front,val
2271,2271,currencyDataset/5000_back/IMG20220212170554.jpg,5000_back,val
119,119,currencyDataset/1000_back/IMG20211229234150.jpg,1000_back,val
64,64,currencyDataset/1000_back/IMG20211228232122.jpg,1000_back,val
1342,1342,currencyDataset/10_front/IMG20211228225857.jpg,10_front,val
1890,1890,currencyDataset/20_front/IMG20211228221507.jpg,20_front,val
2791,2791,currencyDataset/500_back/IMG20211229232243.jpg,500_back,val
2465,2465,currencyDataset/5000_front/IMG20220208014837.jpg,5000_front,val
357,357,currencyDataset/1000_front/IMG20211229233930.jpg,1000_front,val
709,709,currencyDataset/100_back/IMG20220215121622.jpg,100_back,val
2821,2821,currencyDataset/500_back/IMG20211229235018.jpg,500_back,val
3399,3399,currencyDataset/50_front/IMG20211228000117.jpg,50_front,val
2286,2286,currencyDataset/5000_back/IMG20220212171421.jpg,5000_back,val
1026,1026,currencyDataset/10_back/IMG20211228223649.jpg,10_back,val
486,486,currencyDataset/100_back/IMG20211228220338.jpg,100_back,val
2143,2143,currencyDataset/5000_back/IMG20211228013540.jpg,5000_back,val
3166,3166,currencyDataset/50_back/IMG20211228001404.jpg,50_back,val
2230,2230,currencyDataset/5000_back/IMG20220209122034.jpg,5000_back,val
3184,3184,currencyDataset/50_back/IMG20211228002209.jpg,50_back,val
1629,1629,currencyDataset/20_back/IMG20211228222118.jpg,20_back,val
2,2,currencyDataset/1000_back/IMG20211228225456.jpg,1000_back,val
1568,1568,currencyDataset/10_front/IMG20220218170110.jpg,10_front,val
1914,1914,currencyDataset/20_front/IMG20211228234036.jpg,20_front,val
287,287,currencyDataset/1000_front/IMG20211228231615.jpg,1000_front,val
2473,2473,currencyDataset/5000_front/IMG20220209121425.jpg,5000_front,val
2871,2871,currencyDataset/500_front/IMG20211228104046.jpg,500_front,val
2665,2665,currencyDataset/500_back/IMG20211228122904.jpg,500_back,val
309,309,currencyDataset/1000_front/IMG20211229001013.jpg,1000_front,val
2299,2299,currencyDataset/5000_back/IMG20220212171721.jpg,5000_back,val
2599,2599,currencyDataset/500_back/IMG20211228104818.jpg,500_back,val
473,473,currencyDataset/100_back/IMG20211228220208.jpg,100_back,val
1697,1697,currencyDataset/20_back/IMG20211229230217.jpg,20_back,val
2978,2978,currencyDataset/500_front/IMG20211228224524.jpg,500_front,val
3473,3473,currencyDataset/50_front/IMG20211228002730.jpg,50_front,val
1648,1648,currencyDataset/20_back/IMG20211229000502.jpg,20_back,val
1312,1312,currencyDataset/10_front/IMG20211228223353.jpg,10_front,val
2862,2862,currencyDataset/500_front/IMG20211228104004.jpg,500_front,val
850,850,currencyDataset/100_front/IMG20211229232538.jpg,100_front,val
623,623,currencyDataset/100_back/IMG20211230003119.jpg,100_back,val
2261,2261,currencyDataset/5000_back/IMG20220212170500.jpg,5000_back,val
2290,2290,currencyDataset/5000_back/IMG20220212171456.jpg,5000_back,val
95,95,currencyDataset/1000_back/IMG20211229001657.jpg,1000_back,val
1302,1302,currencyDataset/10_back/IMG20220218170523.jpg,10_back,val
727,727,currencyDataset/100_back/IMG20220218164142.jpg,100_back,val
2000,2000,currencyDataset/20_front/IMG20220212162621.jpg,20_front,val
2712,2712,currencyDataset/500_back/IMG20211228224808.jpg,500_back,val
113,113,currencyDataset/1000_back/IMG20211229234133.jpg,1000_back,val
771,771,currencyDataset/100_front/IMG20211228215716.jpg,100_front,val
618,618,currencyDataset/100_back/IMG20211230003056.jpg,100_back,val
635,635,currencyDataset/100_back/IMG20220209113119.jpg,100_back,val
3305,3305,currencyDataset/50_back/IMG20211228221131.jpg,50_back,val
1080,1080,currencyDataset/10_back/IMG20211228230358.jpg,10_back,val
1184,1184,currencyDataset/10_back/IMG20211230000800.jpg,10_back,val
1215,1215,currencyDataset/10_back/IMG20220209114212.jpg,10_back,val
862,862,currencyDataset/100_front/IMG20211229232705.jpg,100_front,val
1692,1692,currencyDataset/20_back/IMG20211229230203.jpg,20_back,val
361,361,currencyDataset/1000_front/IMG20211229235259.jpg,1000_front,val
58,58,currencyDataset/1000_back/IMG20211228232011.jpg,1000_back,val
834,834,currencyDataset/100_front/IMG20211229002819.jpg,100_front,val
1295,1295,currencyDataset/10_back/IMG20220218170453.jpg,10_back,val
888,888,currencyDataset/100_front/IMG20211230002705.jpg,100_front,val
2519,2519,currencyDataset/5000_front/IMG20220212170008.jpg,5000_front,val
2826,2826,currencyDataset/500_back/IMG20220218161845.jpg,500_back,val
2453,2453,currencyDataset/5000_front/IMG20220208014751.jpg,5000_front,val
619,619,currencyDataset/100_back/IMG20211230003059.jpg,100_back,val
2060,2060,currencyDataset/20_front/IMG20220218164941.jpg,20_front,val
3431,3431,currencyDataset/50_front/IMG20211228001132.jpg,50_front,val
449,449,currencyDataset/1000_front/IMG20220218160618.jpg,1000_front,val
1699,1699,currencyDataset/20_back/IMG20211229230227.jpg,20_back,val
1088,1088,currencyDataset/10_back/IMG20211228231011.jpg,10_back,val
1766,1766,currencyDataset/20_back/IMG20220212163255.jpg,20_back,val
2436,2436,currencyDataset/5000_front/IMG20211228234643.jpg,5000_front,val
2505,2505,currencyDataset/5000_front/IMG20220212165659.jpg,5000_front,val
2316,2316,currencyDataset/5000_back/IMG20220218163015.jpg,5000_back,val
1554,1554,currencyDataset/10_front/IMG20220218165910.jpg,10_front,val
2814,2814,currencyDataset/500_back/IMG20211229234939.jpg,500_back,val
641,641,currencyDataset/100_back/IMG20220209113205.jpg,100_back,val
2506,2506,currencyDataset/5000_front/IMG20220212165703.jpg,5000_front,val
1721,1721,currencyDataset/20_back/IMG20211230001833.jpg,20_back,val
1398,1398,currencyDataset/10_front/IMG20211229001909.jpg,10_front,val
3170,3170,currencyDataset/50_back/IMG20211228001425.jpg,50_back,val
2326,2326,currencyDataset/5000_back/IMG20220218163127.jpg,5000_back,val
3443,3443,currencyDataset/50_front/IMG20211228001924.jpg,50_front,val
3393,3393,currencyDataset/50_front/IMG20211227235932.jpg,50_front,val
452,452,currencyDataset/1000_front/IMG20220218160634.jpg,1000_front,val
3013,3013,currencyDataset/500_front/IMG20211228233418.jpg,500_front,val
3506,3506,currencyDataset/50_front/IMG20211228005209.jpg,50_front,val
3203,3203,currencyDataset/50_back/IMG20211228002347.jpg,50_back,val
936,936,currencyDataset/100_front/IMG20220212163620.jpg,100_front,val
548,548,currencyDataset/100_back/IMG20211229003124.jpg,100_back,val
1142,1142,currencyDataset/10_back/IMG20211229002433.jpg,10_back,val
2700,2700,currencyDataset/500_back/IMG20211228224710.jpg,500_back,val
2279,2279,currencyDataset/5000_back/IMG20220212171331.jpg,5000_back,val
2116,2116,currencyDataset/5000_back/IMG20211228013315.jpg,5000_back,val
2753,2753,currencyDataset/500_back/IMG20211228233719.jpg,500_back,val
2646,2646,currencyDataset/500_back/IMG20211228122730.jpg,500_back,val
1035,1035,currencyDataset/10_back/IMG20211228223743.jpg,10_back,val
2354,2354,currencyDataset/5000_front/IMG20211228012515.jpg,5000_front,val
57,57,currencyDataset/1000_back/IMG20211228232009.jpg,1000_back,val
3424,3424,currencyDataset/50_front/IMG20211228001035.jpg,50_front,val
351,351,currencyDataset/1000_front/IMG20211229233905.jpg,1000_front,val
1402,1402,currencyDataset/10_front/IMG20211229001938.jpg,10_front,val
2535,2535,currencyDataset/5000_front/IMG20220212172000.jpg,5000_front,val
838,838,currencyDataset/100_front/IMG20211229002835.jpg,100_front,val
3301,3301,currencyDataset/50_back/IMG20211228221116.jpg,50_back,val
383,383,currencyDataset/1000_front/IMG20211229235508.jpg,1000_front,val
958,958,currencyDataset/100_front/IMG20220212163901.jpg,100_front,val
3572,3572,currencyDataset/50_front/IMG20220209120324.jpg,50_front,val
1147,1147,currencyDataset/10_back/IMG20211229231027.jpg,10_back,val
2358,2358,currencyDataset/5000_front/IMG20211228012555.jpg,5000_front,val
537,537,currencyDataset/100_back/IMG20211229003025.jpg,100_back,val
632,632,currencyDataset/100_back/IMG20220209113048.jpg,100_back,val
1154,1154,currencyDataset/10_back/IMG20211229231107.jpg,10_back,val
2803,2803,currencyDataset/500_back/IMG20211229234833.jpg,500_back,val
2003,2003,currencyDataset/20_front/IMG20220212162640.jpg,20_front,val
2673,2673,currencyDataset/500_back/IMG20211228223005.jpg,500_back,val
3346,3346,currencyDataset/50_back/IMG20220212165130.jpg,50_back,val
2150,2150,currencyDataset/5000_back/IMG20211228234825.jpg,5000_back,val
2387,2387,currencyDataset/5000_front/IMG20211228013836.jpg,5000_front,val
2258,2258,currencyDataset/5000_back/IMG20220212170445.jpg,5000_back,val
2377,2377,currencyDataset/5000_front/IMG20211228013742.jpg,5000_front,val
1891,1891,currencyDataset/20_front/IMG20211228221516.jpg,20_front,val
2018,2018,currencyDataset/20_front/IMG20220215115554.jpg,20_front,val
1455,1455,currencyDataset/10_front/IMG20211230000218.jpg,10_front,val
2490,2490,currencyDataset/5000_front/IMG20220209121650.jpg,5000_front,val
244,244,currencyDataset/1000_front/IMG20211228225103.jpg,1000_front,val
3175,3175,currencyDataset/50_back/IMG20211228001456.jpg,50_back,val
554,554,currencyDataset/100_back/IMG20211229003147.jpg,100_back,val
3490,3490,currencyDataset/50_front/IMG20211228003356.jpg,50_front,val
2737,2737,currencyDataset/500_back/IMG20211228233611.jpg,500_back,val
2433,2433,currencyDataset/5000_front/IMG20211228234630.jpg,5000_front,val
2780,2780,currencyDataset/500_back/IMG20211229232208.jpg,500_back,val
971,971,currencyDataset/100_front/IMG20220215120737.jpg,100_front,val
1428,1428,currencyDataset/10_front/IMG20211229230642.jpg,10_front,val
2563,2563,currencyDataset/5000_front/IMG20220212172404.jpg,5000_front,val
1222,1222,currencyDataset/10_back/IMG20220209114257.jpg,10_back,val
2990,2990,currencyDataset/500_front/IMG20211228233216.jpg,500_front,val
2385,2385,currencyDataset/5000_front/IMG20211228013811.jpg,5000_front,val
36,36,currencyDataset/1000_back/IMG20211228231818.jpg,1000_back,val
3510,3510,currencyDataset/50_front/IMG20211228005224.jpg,50_front,val
3605,3605,currencyDataset/50_front/IMG20220212164929.jpg,50_front,val
3400,3400,currencyDataset/50_front/IMG20211228000122.jpg,50_front,val
2562,2562,currencyDataset/5000_front/IMG20220212172354.jpg,5000_front,val
3056,3056,currencyDataset/500_front/IMG20211229234415.jpg,500_front,val
2915,2915,currencyDataset/500_front/IMG20211228122304.jpg,500_front,val
3597,3597,currencyDataset/50_front/IMG20220212164756.jpg,50_front,val
643,643,currencyDataset/100_back/IMG20220209113212.jpg,100_back,val
1096,1096,currencyDataset/10_back/IMG20211228231054.jpg,10_back,val
3302,3302,currencyDataset/50_back/IMG20211228221118.jpg,50_back,val
